"master_id","total_revenue","avg_revenue_per_order"
"2ff88bba-aa6a-11e9-a2fc-000d3a38a36f","4841.44","201.73"
"e6c4f4ba-a839-11e9-a2fc-000d3a38a36f","4835.56","166.74"
"efd2ccf8-9fab-11e9-a2fc-000d3a38a36f","4822.47","301.40"
"44e865fa-aa19-11e9-a2fc-000d3a38a36f","4811.57","137.47"
"9ce6e520-89b0-11ea-a6e7-000d3a38a36f","4809.81","601.23"
"bbc236ae-9f35-11e9-9897-000d3a38a36f","4798.63","199.94"
"4a7e875e-e6ce-11ea-8f44-000d3a38a36f","4793.63","165.30"
"275c65ee-9fa2-11e9-a2fc-000d3a38a36f","4780.76","122.58"
"96df232c-a784-11e9-a2fc-000d3a38a36f","4777.02","183.73"
"ea75dffc-ac71-11e9-a2fc-000d3a38a36f","4776.70","227.46"
"de359bb8-294b-11ea-b87a-000d3a38a36f","4771.30","367.02"
"7f7c32da-a9fd-11e9-a2fc-000d3a38a36f","4739.44","157.98"
"c8c62724-ab4d-11e9-a2fc-000d3a38a36f","4738.80","110.20"
"58716692-9de1-11e9-9897-000d3a38a36f","4731.80","152.64"
"b1882316-a867-11e9-a2fc-000d3a38a36f","4695.88","83.86"
"95cf470c-9eb3-11e9-9897-000d3a38a36f","4692.14","195.51"
"7e10b500-5b0b-11ea-9b03-000d3a38a36f","4651.23","465.12"
"4a56c86a-a762-11e9-a2fc-000d3a38a36f","4620.07","184.80"
"f56d79cc-2b17-11ea-9d27-000d3a38a36f","4609.45","329.25"
"a77882ea-a0d2-11e9-a2fc-000d3a38a36f","4603.26","95.90"
"25caf8cc-1846-11ea-9213-000d3a38a36f","4586.27","229.31"
"6bf622c8-f180-11e9-9346-000d3a38a36f","4564.37","326.03"
"b8454b1a-4f11-11ea-99ba-000d3a38a36f","4547.37","216.54"
"724e85c0-a77f-11e9-a2fc-000d3a38a36f","4537.86","226.89"
"9bc062fa-9de0-11e9-9897-000d3a38a36f","4529.41","122.42"
"1fc6d59e-9dbd-11e9-9897-000d3a38a36f","4484.93","186.87"
"ea12f0ba-5b06-11ea-8952-000d3a38a36f","4444.62","193.24"
"1c955302-b0d5-11e9-9757-000d3a38a36f","4433.15","260.77"
"307e426a-a811-11e9-a2fc-000d3a38a36f","4419.90","170.00"
"ffa8ed4e-a7a1-11e9-a2fc-000d3a38a36f","4419.24","210.44"
"53fe00d4-7b7a-11eb-960b-000d3a38a36f","4417.71","259.87"
"2decba1c-b131-11e9-9757-000d3a38a36f","4417.56","339.81"
"241f0ad0-afb5-11e9-9757-000d3a38a36f","4413.29","183.89"
"1754bde6-9d3a-11e9-9897-000d3a38a36f","4404.91","191.52"
"28238836-9f70-11e9-a2fc-000d3a38a36f","4398.62","314.19"
"645b95bc-544e-11ea-b1db-000d3a38a36f","4398.39","169.17"
"4a51668a-a155-11e9-a2fc-000d3a38a36f","4393.86","86.15"
"6a50e9aa-b141-11e9-9757-000d3a38a36f","4388.78","337.60"
"6b64c6fc-d6f0-11e9-93bc-000d3a38a36f","4381.69","398.34"
"90230d46-a8a1-11e9-a2fc-000d3a38a36f","4375.43","182.31"
"9083981a-f59e-11e9-841e-000d3a38a36f","4361.44","1090.36"
"52838e04-a11f-11e9-a2fc-000d3a38a36f","4353.70","155.49"
"27227916-aab4-11e9-a2fc-000d3a38a36f","4348.19","483.13"
"1e2e952a-aa8b-11e9-a2fc-000d3a38a36f","4342.18","180.92"
"ae328522-9e6b-11e9-9897-000d3a38a36f","4319.76","719.96"
"2c28231e-9f2b-11e9-9897-000d3a38a36f","4295.02","84.22"
"32c62fae-ab60-11e9-a2fc-000d3a38a36f","4273.29","185.80"
"55e898a4-9e28-11e9-9897-000d3a38a36f","4270.51","101.68"
"4e2b2704-a8d1-11e9-a2fc-000d3a38a36f","4268.33","304.88"
"329968c6-a0e2-11e9-a2fc-000d3a38a36f","4240.36","51.09"
"2e14b63a-a889-11e9-a2fc-000d3a38a36f","4214.03","168.56"
"be405a18-5f16-11ea-be5b-000d3a38a36f","4193.23","232.96"
"1307b20e-1853-11ea-9213-000d3a38a36f","4137.13","172.38"
"cc67f6ba-74f5-11ea-bb48-000d3a38a36f","4116.25","178.97"
"0515a7ec-d49f-11ea-9838-000d3a38a36f","4109.52","256.85"
"fb82156e-a59a-11e9-a2fc-000d3a38a36f","4093.13","227.40"
"7287295c-9e6f-11e9-9897-000d3a38a36f","4089.48","177.80"
"80772ae8-adce-11ea-b736-000d3a38a36f","4087.80","227.10"
"e55ae7b2-a1f2-11e9-a2fc-000d3a38a36f","4087.50","151.39"
"7464dd5a-a6da-11e9-a2fc-000d3a38a36f","4083.28","120.10"
"23e4906a-a5da-11e9-a2fc-000d3a38a36f","4063.19","156.28"
"6f64713e-9df8-11e9-9897-000d3a38a36f","4053.41","101.34"
"5249b58c-2bfb-11ea-91ab-000d3a38a36f","4041.68","109.23"
"7fdcb748-61d8-11ea-8dd8-000d3a38a36f","4024.63","335.39"
"3788f270-9e85-11e9-9897-000d3a38a36f","4020.76","121.84"
"927b7822-9b25-11ea-a27a-000d3a38a36f","4020.60","236.51"
"c7686de8-41ba-11ea-96d9-000d3a38a36f","4013.69","501.71"
"b29de5e2-2bac-11ea-853d-000d3a38a36f","4000.32","222.24"
"4c6d865e-9fbd-11e9-a2fc-000d3a38a36f","3998.61","266.57"
"1458cb58-aefd-11e9-a2fc-000d3a38a36f","3997.52","444.17"
"52dde23c-a8bd-11e9-a2fc-000d3a38a36f","3987.16","189.86"
"0eaf3880-a6a7-11e9-a2fc-000d3a38a36f","3961.95","146.74"
"a37f4760-b12a-11e9-9757-000d3a38a36f","3953.53","116.28"
"e71046e0-a5a0-11e9-a2fc-000d3a38a36f","3943.46","358.50"
"131cbba8-feeb-11e9-a5e8-000d3a38a36f","3943.23","394.32"
"e8b26bec-a2ba-11e9-a2fc-000d3a38a36f","3942.70","219.04"
"b8fb6710-187f-11ea-9213-000d3a38a36f","3908.79","156.35"
"5d1749e2-9e71-11e9-9897-000d3a38a36f","3906.97","130.23"
"f3be30ca-aff3-11e9-9757-000d3a38a36f","3902.18","134.56"
"10d64c88-a4d7-11e9-a2fc-000d3a38a36f","3892.92","299.46"
"ec547c8c-bd11-11ea-aa61-000d3a38a36f","3889.23","299.17"
"3a4e4b2e-20a6-11ea-97c9-000d3a38a36f","3886.92","194.35"
"90f1b7f2-bbad-11ea-a0c9-000d3a38a36f","3884.07","647.35"
"e1fcd16a-a946-11e9-a2fc-000d3a38a36f","3879.37","149.21"
"1c36f6f6-15e1-11ea-aa74-000d3a38a36f","3873.12","133.56"
"c1262d78-a5aa-11e9-a2fc-000d3a38a36f","3867.32","168.14"
"4700ae06-ab9f-11e9-a2fc-000d3a38a36f","3862.57","257.50"
"b16cfa18-9f76-11e9-a2fc-000d3a38a36f","3843.72","128.12"
"8ee34bc0-ad39-11e9-a2fc-000d3a38a36f","3839.45","142.20"
"06f89886-74f9-11ea-bb48-000d3a38a36f","3839.10","137.11"
"b08ec0a6-e1e1-11e9-957d-000d3a38a36f","3826.32","255.09"
"975b9608-add5-11e9-a2fc-000d3a38a36f","3817.12","173.51"
"f00ad516-c4f4-11ea-98f7-000d3a38a36f","3816.58","141.35"
"40b4f318-9dfb-11eb-9c47-000d3a38a36f","3812.90","544.70"
"653a4324-9de3-11e9-9897-000d3a38a36f","3797.96","223.41"
"41a137f4-9f11-11e9-9897-000d3a38a36f","3797.39","210.97"
"47dc9298-a6e7-11e9-a2fc-000d3a38a36f","3772.91","114.33"
"df760a84-ab25-11e9-a2fc-000d3a38a36f","3770.58","290.04"
"097c3906-2a75-11ea-b3a7-000d3a38a36f","3762.48","221.32"
"cddaf0b6-a704-11e9-a2fc-000d3a38a36f","3757.38","150.30"
"49b34a68-9f66-11e9-a2fc-000d3a38a36f","3747.06","187.35"
"0d9a4224-ab65-11e9-a2fc-000d3a38a36f","3737.49","233.59"
"e33e1004-9db9-11e9-9897-000d3a38a36f","3728.84","109.67"
"75cf3d32-3d27-11ea-9e19-000d3a38a36f","3727.58","286.74"
"25197da6-9dd8-11e9-9897-000d3a38a36f","3724.91","106.43"
"c7cbd0ae-abd3-11e9-a2fc-000d3a38a36f","3718.57","128.23"
"67a4d436-2352-11ea-8523-000d3a38a36f","3712.41","265.17"
"163e1a5c-b10c-11e9-9757-000d3a38a36f","3709.17","176.63"
"388c4f4a-ab4c-11e9-a2fc-000d3a38a36f","3695.17","167.96"
"f1e095a6-637e-11ea-a6dc-000d3a38a36f","3694.35","263.88"
"5c1f0280-2ae6-11ea-9d27-000d3a38a36f","3692.14","142.01"
"a80e3c10-aa7b-11e9-a2fc-000d3a38a36f","3681.12","262.94"
"49528ea4-5ffe-11ea-8dd8-000d3a38a36f","3675.56","262.54"
"33a54b76-9e04-11e9-9897-000d3a38a36f","3666.96","166.68"
"c94fead0-a95a-11e9-a2fc-000d3a38a36f","3654.87","96.18"
"0fdb0040-a97c-11e9-a2fc-000d3a38a36f","3653.57","152.23"
"cdb4f8ec-b100-11e9-9757-000d3a38a36f","3652.24","332.02"
"f58d86f4-a403-11e9-a2fc-000d3a38a36f","3645.56","191.87"
"7b46af24-2bb2-11ea-853d-000d3a38a36f","3643.41","191.76"
"844c2612-193d-11ea-b6a2-000d3a38a36f","3643.26","151.80"
"43310aa4-ac27-11e9-a2fc-000d3a38a36f","3640.85","191.62"
"9c0e0a46-fe52-11e9-a5e8-000d3a38a36f","3623.15","329.38"
"d47ba0c6-aba2-11e9-a2fc-000d3a38a36f","3616.33","190.33"
"eca73abc-1e29-11ea-8bf2-000d3a38a36f","3615.67","723.13"
"5e67cc58-a8ae-11e9-a2fc-000d3a38a36f","3609.88","97.56"
"a2c95e4e-5b09-11ea-acac-000d3a38a36f","3601.87","156.60"
"dc69a27a-aeee-11e9-a2fc-000d3a38a36f","3601.01","200.06"
"7f195c0c-9df8-11e9-9897-000d3a38a36f","3595.68","189.25"
"283fca18-a9c1-11e9-a2fc-000d3a38a36f","3587.67","170.84"
"4031bc1e-c52a-11ea-9dde-000d3a38a36f","3586.79","512.40"
"f3b284d8-a5a2-11e9-a2fc-000d3a38a36f","3582.69","238.85"
"bd9c7e18-aa79-11e9-a2fc-000d3a38a36f","3577.95","123.38"
"0319003a-a75d-11e9-a2fc-000d3a38a36f","3565.90","89.15"
"73e5dd7a-a699-11e9-a2fc-000d3a38a36f","3562.60","197.92"
"d787c9ba-a874-11e9-a2fc-000d3a38a36f","3561.00","169.57"
"9deb44d6-a7e1-11e9-a2fc-000d3a38a36f","3556.49","122.64"
"27187c3a-a4ed-11e9-a2fc-000d3a38a36f","3536.80","235.79"
"45b47a70-b1ab-11e9-89fa-000d3a38a36f","3530.71","176.54"
"1c1b0886-2e70-11ea-b1e2-000d3a38a36f","3517.74","319.79"
"6bd35850-aab4-11e9-a2fc-000d3a38a36f","3517.07","195.39"
"4df1473a-b107-11e9-9757-000d3a38a36f","3507.61","219.23"
"d319181a-a929-11e9-a2fc-000d3a38a36f","3506.58","292.22"
"24d4efb2-a9c5-11e9-a2fc-000d3a38a36f","3485.64","348.56"
"92579b54-9f96-11e9-a2fc-000d3a38a36f","3482.10","120.07"
"6ea2582e-de1c-11e9-957d-000d3a38a36f","3470.87","347.09"
"e69971c8-a901-11e9-a2fc-000d3a38a36f","3466.47","144.44"
"6c259bb6-ab99-11e9-a2fc-000d3a38a36f","3466.43","203.91"
"bc53caa0-a5c1-11e9-a2fc-000d3a38a36f","3448.30","164.20"
"58431f10-a711-11e9-a2fc-000d3a38a36f","3446.36","118.84"
"154461ac-5bab-11ea-84be-000d3a38a36f","3433.81","286.15"
"28de01c6-aa5a-11e9-a2fc-000d3a38a36f","3425.93","142.75"
"82d161c0-9e50-11e9-9897-000d3a38a36f","3424.54","136.98"
"625a6ab6-a7e9-11e9-a2fc-000d3a38a36f","3421.59","380.18"
"65dc7d3e-5b38-11ea-bb53-000d3a38a36f","3418.74","227.92"
"fd6f1d70-62b1-11ea-9861-000d3a38a36f","3405.88","154.81"
"ce0a77fc-a7cf-11e9-a2fc-000d3a38a36f","3402.73","189.04"
"118dc37e-a0c5-11e9-a2fc-000d3a38a36f","3396.30","242.59"
"4d41bf44-a8f2-11e9-a2fc-000d3a38a36f","3379.58","140.82"
"6a3255d4-a909-11e9-a2fc-000d3a38a36f","3374.81","140.62"
"04f12e56-b206-11e9-89fa-000d3a38a36f","3364.53","160.22"
"fd96cc1e-1e8a-11ea-aa32-000d3a38a36f","3364.47","177.08"
"bc0aa460-9f09-11e9-9897-000d3a38a36f","3360.80","160.04"
"85892112-abb3-11e9-a2fc-000d3a38a36f","3354.31","186.35"
"03dc5320-a5cb-11e9-a2fc-000d3a38a36f","3354.06","209.63"
"18c523d4-1a79-11ea-941b-000d3a38a36f","3350.87","372.32"
"7b6bdc70-9d2f-11e9-9897-000d3a38a36f","3347.73","167.39"
"bb0f3dd2-a6bb-11e9-a2fc-000d3a38a36f","3347.53","239.11"
"51e8bcd0-00a6-11ea-a5e8-000d3a38a36f","3344.52","152.02"
"dd873850-a6d5-11e9-a2fc-000d3a38a36f","3341.78","477.40"
"2d07e768-2ad8-11ea-9d27-000d3a38a36f","3338.31","256.79"
"95d2a276-ac50-11e9-a2fc-000d3a38a36f","3337.52","166.88"
"57bd1094-9df9-11e9-9897-000d3a38a36f","3335.88","111.20"
"0451d312-9d96-11e9-9897-000d3a38a36f","3312.36","157.73"
"86de5d96-9f1c-11e9-9897-000d3a38a36f","3312.20","138.01"
"cb77eaf6-acde-11e9-a2fc-000d3a38a36f","3301.56","157.22"
"65171022-01e5-11eb-9c30-000d3a38a36f","3298.94","206.18"
"972c72f2-acda-11e9-a2fc-000d3a38a36f","3284.13","172.85"
"6a381462-a8a3-11e9-a2fc-000d3a38a36f","3281.67","234.41"
"1752e6c4-a9c4-11e9-a2fc-000d3a38a36f","3281.20","105.85"
"c233dfb8-afe0-11e9-9757-000d3a38a36f","3278.41","93.67"
"1e2b18e8-9dc3-11e9-9897-000d3a38a36f","3274.10","105.62"
"1348781e-134b-11ea-a001-000d3a38a36f","3253.55","406.69"
"e35bbd56-240b-11ea-a30f-000d3a38a36f","3247.17","69.09"
"7ee9668e-9d10-11e9-9897-000d3a38a36f","3246.82","115.96"
"27ea3442-5b30-11ea-9450-000d3a38a36f","3240.46","462.92"
"fb0e6306-9ef3-11e9-9897-000d3a38a36f","3237.61","140.77"
"a374bbf8-aa9d-11e9-a2fc-000d3a38a36f","3237.46","161.87"
"f026533e-ab0c-11e9-a2fc-000d3a38a36f","3236.69","202.29"
"ff009a4e-a739-11e9-a2fc-000d3a38a36f","3231.95","134.66"
"a8b44e7e-d619-11e9-93bc-000d3a38a36f","3229.89","189.99"
"c7c62858-2035-11ea-87bf-000d3a38a36f","3223.70","230.26"
"0e6693d6-a99b-11e9-a2fc-000d3a38a36f","3223.25","140.14"
"398d5b60-2552-11eb-a59b-000d3a38a36f","3220.73","119.29"
"d970786c-affe-11e9-9757-000d3a38a36f","3211.80","200.74"
"e6ea4f74-9e3b-11e9-9897-000d3a38a36f","3203.17","188.42"
"ad8432b8-b0c4-11e9-9757-000d3a38a36f","3195.86","145.27"
"297a5700-afce-11e9-9757-000d3a38a36f","3193.43","177.41"
"5d8f794a-5b44-11ea-80c0-000d3a38a36f","3190.05","199.38"
"ecb3159a-5bb3-11ea-a117-000d3a38a36f","3182.41","454.63"
"f004a8c2-abb8-11e9-a2fc-000d3a38a36f","3182.15","138.35"
"1d19eabe-4774-11ea-b6c0-000d3a38a36f","3179.70","187.04"
"4db60198-a1c0-11ea-9c18-000d3a38a36f","3169.07","144.05"
"de3c26f4-1145-11ea-8872-000d3a38a36f","3163.50","210.90"
"0dd69f56-de16-11e9-957d-000d3a38a36f","3157.50","225.54"
"fd3bfa24-ac3d-11e9-a2fc-000d3a38a36f","3151.25","137.01"
"827b451a-a7b5-11e9-a2fc-000d3a38a36f","3150.51","101.63"
"60f724d4-aacd-11e9-a2fc-000d3a38a36f","3150.23","116.68"
"f227f716-2940-11ea-b87a-000d3a38a36f","3149.60","242.28"
"859e230a-b02c-11e9-9757-000d3a38a36f","3143.94","73.11"
"043fb20c-adc9-11e9-a2fc-000d3a38a36f","3140.37","174.47"
"f98175f8-a85a-11e9-a2fc-000d3a38a36f","3128.08","173.78"
"6865e832-13a4-11ea-a001-000d3a38a36f","3126.56","183.92"
"2216337a-1947-11ea-b6a2-000d3a38a36f","3126.09","91.94"
"5222f3ae-af12-11e9-a2fc-000d3a38a36f","3125.28","104.18"
"bf9a46cc-b01a-11e9-9757-000d3a38a36f","3120.70","260.06"
"9fa1f3e4-fd70-11e9-a5e8-000d3a38a36f","3118.92","119.96"
"5c65cf44-aaf8-11e9-a2fc-000d3a38a36f","3112.99","148.24"
"94c25510-a779-11e9-a2fc-000d3a38a36f","3105.78","155.29"
"742cfa30-bd2a-11eb-8ef5-000d3a38a36f","3103.43","387.93"
"8eee4ea6-2973-11ea-b87a-000d3a38a36f","3102.80","172.38"
"eb2a76d4-a8dd-11e9-a2fc-000d3a38a36f","3100.96","114.85"
"ab46296a-ab34-11e9-a2fc-000d3a38a36f","3098.94","238.38"
"b7c8ffbe-acab-11e9-a2fc-000d3a38a36f","3098.85","134.73"
"753a3452-a73c-11e9-a2fc-000d3a38a36f","3094.62","206.31"
"f4ace7f6-1880-11ea-9213-000d3a38a36f","3090.46","206.03"
"1846dc22-2a69-11ea-b3a7-000d3a38a36f","3079.21","181.13"
"74fa83b0-5327-11ea-acd3-000d3a38a36f","3075.43","341.71"
"4b7eaf2a-b0e3-11e9-9757-000d3a38a36f","3069.65","113.69"
"fde9f7d2-b0ac-11e9-9757-000d3a38a36f","3066.80","255.57"
"169d1518-9d6e-11e9-9897-000d3a38a36f","3063.41","255.28"
"112f8162-a7e4-11e9-a2fc-000d3a38a36f","3059.81","127.49"
"c54ba354-193d-11ea-b6a2-000d3a38a36f","3056.81","169.82"
"8569918e-ab23-11e9-a2fc-000d3a38a36f","3043.73","253.64"
"a5da5cc4-d647-11e9-93bc-000d3a38a36f","3042.51","338.06"
"e5a4a606-aba5-11e9-a2fc-000d3a38a36f","3041.61","190.10"
"05892d5e-d692-11e9-93bc-000d3a38a36f","3041.49","160.08"
"9b002580-acd6-11e9-a2fc-000d3a38a36f","3035.96","168.66"
"987826cc-9f6c-11e9-a2fc-000d3a38a36f","3033.56","126.40"
"b4b06992-adc9-11e9-a2fc-000d3a38a36f","3030.13","144.29"
"45389172-869d-11ea-b356-000d3a38a36f","3029.18","178.19"
"9e64c3ee-2c1e-11ea-91ab-000d3a38a36f","3029.16","432.74"
"6792a6ae-a71e-11e9-a2fc-000d3a38a36f","3016.65","143.65"
"c86258e2-ad65-11e9-a2fc-000d3a38a36f","3012.97","188.31"
"cd502a50-1219-11ea-a001-000d3a38a36f","3011.61","215.12"
"7385e7b6-a5e1-11e9-a2fc-000d3a38a36f","3010.60","125.44"
"784cf028-aab9-11e9-a2fc-000d3a38a36f","3005.02","111.30"
"2f872aee-d6be-11e9-93bc-000d3a38a36f","3000.28","250.02"
"81c93c22-a557-11e9-a2fc-000d3a38a36f","2997.56","187.35"
"182bb8ec-ad1f-11e9-a2fc-000d3a38a36f","2994.61","142.60"
"6bcd273a-ae6c-11e9-a2fc-000d3a38a36f","2990.74","157.41"
"82ee57dc-ac4f-11e9-a2fc-000d3a38a36f","2990.08","373.76"
"659f6860-a524-11e9-a2fc-000d3a38a36f","2987.03","175.71"
"ede4018e-a8e1-11e9-a2fc-000d3a38a36f","2977.86","114.53"
"5246331e-095c-11eb-8ffc-000d3a38a36f","2976.40","297.64"
"97040b12-49bc-11ea-8a4f-000d3a38a36f","2974.88","228.84"
"144423c0-5fc8-11ea-8dd8-000d3a38a36f","2974.14","129.31"
"9c41f95e-a43a-11e9-a2fc-000d3a38a36f","2964.29","164.68"
"4c75a730-ac2e-11e9-a2fc-000d3a38a36f","2962.88","185.18"
"05b1365c-616e-11ea-8dd8-000d3a38a36f","2960.66","246.72"
"215e3162-565a-11ea-b9b9-000d3a38a36f","2958.84","591.77"
"d4d4362e-a255-11e9-a2fc-000d3a38a36f","2953.29","227.18"
"781be81c-9e9c-11e9-9897-000d3a38a36f","2952.75","155.41"
"3a89f538-aa0a-11e9-a2fc-000d3a38a36f","2952.35","164.02"
"8826faf6-a4c5-11e9-a2fc-000d3a38a36f","2949.52","368.69"
"a720b1d6-b11d-11e9-9757-000d3a38a36f","2942.17","267.47"
"51bf26b4-5bc7-11ea-9d61-000d3a38a36f","2941.55","173.03"
"34785c50-abf1-11e9-a2fc-000d3a38a36f","2936.97","146.85"
"6a46e618-16f8-11ea-b4ec-000d3a38a36f","2930.34","195.36"
"43adbc9e-aa8c-11e9-a2fc-000d3a38a36f","2927.78","182.99"
"3058b3de-2141-11ea-9618-000d3a38a36f","2927.71","133.08"
"b93f8a4a-d6ca-11e9-93bc-000d3a38a36f","2925.27","325.03"
"f2fcb710-9e32-11e9-9897-000d3a38a36f","2923.98","91.37"
"13ec02d2-a513-11e9-a2fc-000d3a38a36f","2914.78","224.21"
"b797b0fa-aaab-11e9-a2fc-000d3a38a36f","2912.59","224.05"
"fe5c3d2c-aa14-11e9-a2fc-000d3a38a36f","2911.52","132.34"
"9ae7854c-a994-11e9-a2fc-000d3a38a36f","2911.08","88.21"
"65563e1c-9d57-11e9-9897-000d3a38a36f","2903.57","263.96"
"9611d88a-a86b-11e9-a2fc-000d3a38a36f","2901.29","322.37"
"7fa47f2a-5bc7-11ea-84c2-000d3a38a36f","2900.44","207.17"
"9e5076c8-a794-11e9-a2fc-000d3a38a36f","2897.02","241.42"
"c067beb2-b0cf-11e9-9757-000d3a38a36f","2894.71","180.92"
"c1a8edec-7158-11ea-adca-000d3a38a36f","2888.09","152.00"
"9c4e7cae-fd7e-11e9-a5e8-000d3a38a36f","2886.23","206.16"
