"interested_in_categories_12","total_sales","cum_total"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2418.10","222492.29"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2450.80","224943.09"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2499.07","227442.16"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2511.48","229953.64"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2524.56","232478.20"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2589.02","235067.22"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2601.63","237668.85"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2650.07","240318.92"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2655.13","242974.05"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2667.42","245641.47"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2671.06","248312.53"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2672.42","250984.95"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2734.53","253719.48"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2773.68","256493.16"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2827.74","259320.90"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2849.53","262170.43"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2863.32","265033.75"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2900.44","267934.19"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","2952.75","270886.94"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3011.61","273898.55"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3030.13","276928.68"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3126.56","280055.24"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3182.41","283237.65"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3229.89","286467.54"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3246.82","289714.36"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3298.94","293013.30"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3347.73","296361.03"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3418.74","299779.77"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3556.49","303336.26"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3601.01","306937.27"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3654.87","310592.14"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3681.12","314273.26"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3709.17","317982.43"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3727.58","321710.01"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3762.48","325472.49"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3826.32","329298.81"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3839.10","333137.91"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3843.72","336981.63"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","3908.79","340890.42"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","4000.32","344890.74"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","4013.69","348904.43"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","4024.63","352929.06"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","4214.03","357143.09"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","4398.39","361541.48"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","4433.15","365974.63"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","4444.62","370419.25"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","4793.63","375212.88"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","4859.39","380072.27"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","5041.82","385114.09"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","5483.03","390597.12"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","7048.00","397645.12"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","7745.27","405390.39"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","10383.44","415773.83"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","16918.57","432692.40"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]","45905.10","478597.50"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","132.70","132.70"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","196.64","329.34"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","207.94","537.28"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","240.44","777.72"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","294.94","1072.66"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","300.61","1373.27"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","300.68","1673.95"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","329.40","2003.35"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","340.45","2343.80"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","404.42","2748.22"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","406.17","3154.39"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","451.60","3605.99"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","469.94","4075.93"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","478.30","4554.23"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","485.93","5040.16"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","505.56","5545.72"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","507.68","6053.40"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","512.92","6566.32"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","540.93","7107.25"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","548.37","7655.62"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","582.76","8238.38"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","582.94","8821.32"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","588.67","9409.99"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","594.91","10004.90"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","596.57","10601.47"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","603.61","11205.08"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","620.41","11825.49"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","625.41","12450.90"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","637.65","13088.55"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","637.89","13726.44"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","637.93","14364.37"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","668.51","15032.88"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","668.62","15701.50"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","691.98","16393.48"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","704.30","17097.78"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","704.89","17802.67"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","762.91","18565.58"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","763.38","19328.96"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","772.59","20101.55"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","790.10","20891.65"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","795.42","21687.07"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","796.53","22483.60"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","799.89","23283.49"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","802.38","24085.87"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","814.89","24900.76"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","834.07","25734.83"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","836.60","26571.43"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","847.00","27418.43"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","851.42","28269.85"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","870.14","29139.99"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","871.72","30011.71"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","872.15","30883.86"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","876.86","31760.72"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","886.70","32647.42"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","928.90","33576.32"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","946.83","34523.15"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","959.15","35482.30"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","964.73","36447.03"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","965.89","37412.92"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","980.57","38393.49"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","985.99","39379.48"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","995.35","40374.83"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1032.81","41407.64"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1047.84","42455.48"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1064.13","43519.61"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1092.58","44612.19"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1096.87","45709.06"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1115.80","46824.86"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1121.80","47946.66"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1136.80","49083.46"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1140.08","50223.54"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1147.62","51371.16"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1148.18","52519.34"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1167.29","53686.63"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1169.69","54856.32"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1170.83","56027.15"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1194.82","57221.97"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1221.40","58443.37"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1222.99","59666.36"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1224.97","60891.33"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1245.70","62137.03"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1262.65","63399.68"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1281.02","64680.70"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1321.04","66001.74"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1420.20","67421.94"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1427.59","68849.53"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1433.66","70283.19"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1450.47","71733.66"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1472.67","73206.33"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1498.56","74704.89"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1529.79","76234.68"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1601.31","77835.99"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1602.40","79438.39"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1606.15","81044.54"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1635.35","82679.89"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1668.99","84348.88"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1677.74","86026.62"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1701.71","87728.33"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1761.86","89490.19"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1846.29","91336.48"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1865.91","93202.39"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","1946.90","95149.29"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","2044.25","97193.54"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","2095.07","99288.61"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","2239.57","101528.18"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","2337.66","103865.84"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","2386.00","106251.84"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","2463.30","108715.14"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","2475.16","111190.30"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","2619.53","113809.83"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","3223.70","117033.53"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","3337.52","120371.05"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","3482.10","123853.15"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","4835.56","128688.71"
"[AKTIFCOCUK, ERKEK, COCUK, KADIN]","4974.02","133662.73"
"[AKTIFCOCUK, ERKEK, COCUK]","166.96","166.96"
"[AKTIFCOCUK, ERKEK, COCUK]","220.46","387.42"
"[AKTIFCOCUK, ERKEK, COCUK]","230.97","618.39"
"[AKTIFCOCUK, ERKEK, COCUK]","259.97","878.36"
"[AKTIFCOCUK, ERKEK, COCUK]","265.94","1144.30"
"[AKTIFCOCUK, ERKEK, COCUK]","266.01","1410.31"
"[AKTIFCOCUK, ERKEK, COCUK]","299.93","1710.24"
"[AKTIFCOCUK, ERKEK, COCUK]","309.22","2019.46"
"[AKTIFCOCUK, ERKEK, COCUK]","314.93","2334.39"
"[AKTIFCOCUK, ERKEK, COCUK]","325.96","2660.35"
"[AKTIFCOCUK, ERKEK, COCUK]","335.96","2996.31"
"[AKTIFCOCUK, ERKEK, COCUK]","339.24","3335.55"
"[AKTIFCOCUK, ERKEK, COCUK]","339.96","3675.51"
"[AKTIFCOCUK, ERKEK, COCUK]","340.85","4016.36"
"[AKTIFCOCUK, ERKEK, COCUK]","348.59","4364.95"
"[AKTIFCOCUK, ERKEK, COCUK]","359.97","4724.92"
"[AKTIFCOCUK, ERKEK, COCUK]","360.46","5085.38"
"[AKTIFCOCUK, ERKEK, COCUK]","361.91","5447.29"
"[AKTIFCOCUK, ERKEK, COCUK]","372.75","5820.04"
"[AKTIFCOCUK, ERKEK, COCUK]","373.46","6193.50"
"[AKTIFCOCUK, ERKEK, COCUK]","384.91","6578.41"
"[AKTIFCOCUK, ERKEK, COCUK]","385.44","6963.85"
"[AKTIFCOCUK, ERKEK, COCUK]","386.91","7350.76"
"[AKTIFCOCUK, ERKEK, COCUK]","397.97","7748.73"
"[AKTIFCOCUK, ERKEK, COCUK]","400.95","8149.68"
"[AKTIFCOCUK, ERKEK, COCUK]","402.46","8552.14"
"[AKTIFCOCUK, ERKEK, COCUK]","404.95","8957.09"
"[AKTIFCOCUK, ERKEK, COCUK]","409.21","9366.30"
"[AKTIFCOCUK, ERKEK, COCUK]","411.44","9777.74"
"[AKTIFCOCUK, ERKEK, COCUK]","415.64","10193.38"
"[AKTIFCOCUK, ERKEK, COCUK]","440.72","10634.10"
"[AKTIFCOCUK, ERKEK, COCUK]","446.00","11080.10"
"[AKTIFCOCUK, ERKEK, COCUK]","449.94","11530.04"
"[AKTIFCOCUK, ERKEK, COCUK]","460.44","11990.48"
"[AKTIFCOCUK, ERKEK, COCUK]","471.96","12462.44"
"[AKTIFCOCUK, ERKEK, COCUK]","482.52","12944.96"
"[AKTIFCOCUK, ERKEK, COCUK]","489.87","13434.83"
"[AKTIFCOCUK, ERKEK, COCUK]","490.48","13925.31"
"[AKTIFCOCUK, ERKEK, COCUK]","495.11","14420.42"
"[AKTIFCOCUK, ERKEK, COCUK]","495.91","14916.33"
"[AKTIFCOCUK, ERKEK, COCUK]","505.92","15422.25"
"[AKTIFCOCUK, ERKEK, COCUK]","510.93","15933.18"
"[AKTIFCOCUK, ERKEK, COCUK]","517.95","16451.13"
"[AKTIFCOCUK, ERKEK, COCUK]","532.31","16983.44"
"[AKTIFCOCUK, ERKEK, COCUK]","532.93","17516.37"
"[AKTIFCOCUK, ERKEK, COCUK]","536.19","18052.56"
"[AKTIFCOCUK, ERKEK, COCUK]","568.90","18621.46"
"[AKTIFCOCUK, ERKEK, COCUK]","595.90","19217.36"
"[AKTIFCOCUK, ERKEK, COCUK]","600.72","19818.08"
"[AKTIFCOCUK, ERKEK, COCUK]","607.45","20425.53"
"[AKTIFCOCUK, ERKEK, COCUK]","629.16","21054.69"
"[AKTIFCOCUK, ERKEK, COCUK]","640.67","21695.36"
"[AKTIFCOCUK, ERKEK, COCUK]","649.92","22345.28"
"[AKTIFCOCUK, ERKEK, COCUK]","660.95","23006.23"
"[AKTIFCOCUK, ERKEK, COCUK]","692.93","23699.16"
"[AKTIFCOCUK, ERKEK, COCUK]","696.32","24395.48"
"[AKTIFCOCUK, ERKEK, COCUK]","697.80","25093.28"
"[AKTIFCOCUK, ERKEK, COCUK]","701.42","25794.70"
"[AKTIFCOCUK, ERKEK, COCUK]","711.46","26506.16"
"[AKTIFCOCUK, ERKEK, COCUK]","715.66","27221.82"
"[AKTIFCOCUK, ERKEK, COCUK]","732.64","27954.46"
"[AKTIFCOCUK, ERKEK, COCUK]","733.85","28688.31"
"[AKTIFCOCUK, ERKEK, COCUK]","738.33","29426.64"
"[AKTIFCOCUK, ERKEK, COCUK]","747.38","30174.02"
"[AKTIFCOCUK, ERKEK, COCUK]","776.79","30950.81"
"[AKTIFCOCUK, ERKEK, COCUK]","787.66","31738.47"
"[AKTIFCOCUK, ERKEK, COCUK]","792.62","32531.09"
"[AKTIFCOCUK, ERKEK, COCUK]","804.62","33335.71"
"[AKTIFCOCUK, ERKEK, COCUK]","807.88","34143.59"
"[AKTIFCOCUK, ERKEK, COCUK]","816.34","34959.93"
"[AKTIFCOCUK, ERKEK, COCUK]","827.92","35787.85"
"[AKTIFCOCUK, ERKEK, COCUK]","845.62","36633.47"
"[AKTIFCOCUK, ERKEK, COCUK]","851.20","37484.67"
"[AKTIFCOCUK, ERKEK, COCUK]","855.43","38340.10"
"[AKTIFCOCUK, ERKEK, COCUK]","863.92","39204.02"
"[AKTIFCOCUK, ERKEK, COCUK]","869.42","40073.44"
"[AKTIFCOCUK, ERKEK, COCUK]","901.75","40975.19"
"[AKTIFCOCUK, ERKEK, COCUK]","924.01","41899.20"
"[AKTIFCOCUK, ERKEK, COCUK]","930.90","42830.10"
"[AKTIFCOCUK, ERKEK, COCUK]","941.89","43771.99"
"[AKTIFCOCUK, ERKEK, COCUK]","944.39","44716.38"
"[AKTIFCOCUK, ERKEK, COCUK]","945.10","45661.48"
"[AKTIFCOCUK, ERKEK, COCUK]","947.88","46609.36"
"[AKTIFCOCUK, ERKEK, COCUK]","952.78","47562.14"
"[AKTIFCOCUK, ERKEK, COCUK]","960.32","48522.46"
"[AKTIFCOCUK, ERKEK, COCUK]","962.20","49484.66"
"[AKTIFCOCUK, ERKEK, COCUK]","1014.80","50499.46"
"[AKTIFCOCUK, ERKEK, COCUK]","1026.07","51525.53"
"[AKTIFCOCUK, ERKEK, COCUK]","1030.71","52556.24"
"[AKTIFCOCUK, ERKEK, COCUK]","1040.58","53596.82"
"[AKTIFCOCUK, ERKEK, COCUK]","1055.37","54652.19"
"[AKTIFCOCUK, ERKEK, COCUK]","1073.86","55726.05"
"[AKTIFCOCUK, ERKEK, COCUK]","1087.93","56813.98"
"[AKTIFCOCUK, ERKEK, COCUK]","1092.84","57906.82"
"[AKTIFCOCUK, ERKEK, COCUK]","1114.80","59021.62"
"[AKTIFCOCUK, ERKEK, COCUK]","1115.06","60136.68"
"[AKTIFCOCUK, ERKEK, COCUK]","1121.57","61258.25"
"[AKTIFCOCUK, ERKEK, COCUK]","1139.83","62398.08"
"[AKTIFCOCUK, ERKEK, COCUK]","1205.70","63603.78"
"[AKTIFCOCUK, ERKEK, COCUK]","1205.80","64809.58"
"[AKTIFCOCUK, ERKEK, COCUK]","1246.84","66056.42"
"[AKTIFCOCUK, ERKEK, COCUK]","1295.64","67352.06"
"[AKTIFCOCUK, ERKEK, COCUK]","1335.85","68687.91"
"[AKTIFCOCUK, ERKEK, COCUK]","1348.52","70036.43"
"[AKTIFCOCUK, ERKEK, COCUK]","1370.51","71406.94"
"[AKTIFCOCUK, ERKEK, COCUK]","1419.95","72826.89"
"[AKTIFCOCUK, ERKEK, COCUK]","1427.45","74254.34"
"[AKTIFCOCUK, ERKEK, COCUK]","1451.18","75705.52"
"[AKTIFCOCUK, ERKEK, COCUK]","1612.47","77317.99"
"[AKTIFCOCUK, ERKEK, COCUK]","1654.06","78972.05"
"[AKTIFCOCUK, ERKEK, COCUK]","1679.23","80651.28"
"[AKTIFCOCUK, ERKEK, COCUK]","1717.37","82368.65"
"[AKTIFCOCUK, ERKEK, COCUK]","1836.90","84205.55"
"[AKTIFCOCUK, ERKEK, COCUK]","1904.58","86110.13"
"[AKTIFCOCUK, ERKEK, COCUK]","2041.44","88151.57"
"[AKTIFCOCUK, ERKEK, COCUK]","2208.53","90360.10"
"[AKTIFCOCUK, ERKEK, COCUK]","2278.58","92638.68"
"[AKTIFCOCUK, ERKEK, COCUK]","2398.54","95037.22"
"[AKTIFCOCUK, ERKEK, COCUK]","2408.63","97445.85"
"[AKTIFCOCUK, ERKEK, COCUK]","2717.92","100163.77"
"[AKTIFCOCUK, ERKEK, COCUK]","3128.08","103291.85"
"[AKTIFCOCUK, ERKEK, COCUK]","3425.93","106717.78"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","306.42","306.42"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","331.20","637.62"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","332.35","969.97"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","365.93","1335.90"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","417.43","1753.33"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","417.44","2170.77"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","444.31","2615.08"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","465.42","3080.50"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","504.43","3584.93"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","505.65","4090.58"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","511.93","4602.51"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","535.90","5138.41"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","555.69","5694.10"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","565.91","6260.01"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","571.93","6831.94"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","575.00","7406.94"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","600.65","8007.59"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","604.92","8612.51"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","605.27","9217.78"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","607.94","9825.72"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","613.91","10439.63"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","616.39","11056.02"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","622.12","11678.14"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","640.68","12318.82"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","641.89","12960.71"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","650.38","13611.09"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","656.42","14267.51"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","661.18","14928.69"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","671.02","15599.71"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","684.66","16284.37"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","688.88","16973.25"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","692.91","17666.16"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","694.92","18361.08"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","695.70","19056.78"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","709.76","19766.54"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","761.88","20528.42"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","769.31","21297.73"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","788.91","22086.64"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","805.40","22892.04"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","824.81","23716.85"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","829.91","24546.76"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","843.87","25390.63"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","844.35","26234.98"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","844.54","27079.52"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","845.03","27924.55"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","859.83","28784.38"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","869.93","29654.31"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","876.74","30531.05"
"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]","876.82","31407.87"
